,ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Last Inspection Date,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm)
18667,SOAD07465,Navaldia,Yes,Flood Risk Reduction,Earth,17.241,0.621,184250.0,1967.0,2018H;2018S,0.25413,31.95948,Uncontrolled,24/05/2018,5.0,4.86,High,Not Rated,24/05/2023,0.1222,156.4,248.4,
18671,SOAD07632,Navaldia,No,,Earth,7.449,1.367,,2007.0,,0.7485999999999999,61.25567,Uncontrolled,,,,Low,Not Rated,18/06/2014,0.0741,108.7,14.2,
18673,SOAD17337,Navaldia,Yes,Flood Risk Reduction,Earth,18.635,0.783,213510.0,1973.0,,0.28368,42.61264,,,,,Low,Not Rated,18/06/2014,0.0867,446.6,15.0,
18675,SOAD17812,Navaldia,Yes,Flood Risk Reduction,Earth,25.625,0.687,,1984.0,,0.21079,45.27593,,26/06/2002,,,Low,Not Rated,18/06/2014,0.0665,46.6,5.6,
18678,SOAD18286,Navaldia,Yes,Flood Risk Reduction,Earth,11.987,0.575,45040.0,1955.0,,0.43143,29.29619,Uncontrolled,06/07/2022,5.0,,High,Fair,30/09/2022,0.0919,709.4,946.5,
18680,SOAD07138,Navaldia,Yes,Flood Risk Reduction,Earth,15.713,0.65,121780.0,1982.0,,0.32111,37.28606,,,,,Low,Not Rated,18/06/2014,0.1124,613.0,20.2,
18681,SOAD15588,Navaldia,Yes,Flood Risk Reduction,Earth,13.061,0.683,86307.0,1954.0,,0.39006,42.61264,,,,,Low,Not Rated,18/06/2014,0.1049,173.5,5.0,
18682,SOAD05642,Navaldia,Yes,Flood Risk Reduction,Earth,17.75,0.95,337290.0,1962.0,,0.21867,111.85818,Uncontrolled,11/02/2020,5.0,3.36,High,Fair,28/01/2021,0.095,26.5,763.2,
18684,SOAD05895,Navaldia,Yes,Flood Risk Reduction,Earth,14.651,0.425,129650.0,1962.0,,0.32111,79.89869999999999,,06/05/2010,,,Low,Not Rated,18/06/2014,0.0815,678.8,15.9,
18685,SOAD02059,Navaldia,Yes,Flood Risk Reduction,Earth,18.121,0.616,326500.0,1980.0,,0.27383,34.62277,,,,,Low,Not Rated,18/06/2014,0.0902,496.7,13.3,
18686,SOAD17843,Navaldia,Yes,Flood Risk Reduction,Earth,12.014,1.089,238170.0,1962.0,,0.3624799999999999,37.28606,Uncontrolled,12/12/2016,5.0,,Significant,Not Rated,12/12/2021,0.124,575.6,282.9,
18687,SOAD01422,Navaldia,Yes,Flood Risk Reduction,Earth,14.233,0.688,,1957.0,1967S;1984O,0.4787099999999999,29.29619,Uncontrolled,09/03/2021,5.0,9.77,High,Satisfactory,29/04/2022,0.0615,145.9,146.3,
18691,SOAD20472,Navaldia,Yes,Flood Risk Reduction,Earth,9.746,1.067,131523.0,1982.0,,0.36051,37.28606,,14/05/2013,,,Low,Not Rated,18/06/2014,0.0543,102.1,17.3,
18692,SOAD14430,Flumevale,Yes,Flood Risk Reduction,Earth,31.407,0.379,65556.0,1977.0,,0.6304,135.82779,,06/10/2022,3.0,28.56,Significant,Satisfactory,06/10/2022,0.1344,98.9,458.6,
18693,SOAD20609,Navaldia,Yes,Flood Risk Reduction,Earth,12.522,1.033,182290.0,1974.0,,0.0,0.0,Uncontrolled,26/04/2023,5.0,,High,Not Rated,24/05/2021,0.0881,35.9,847.8,
18697,SOAD19138,Navaldia,Yes,Flood Risk Reduction,Earth,12.012,0.943,104350.0,1984.0,,0.0,0.0,Uncontrolled,,,,Low,Not Rated,18/06/2014,0.1033,28.4,7.8,
18700,SOAD20800,Flumevale,Yes,Other,Earth,7.241,0.347,50000.0,1962.0,,1.95818,1968.17131,,14/09/2021,1.0,3.35,High,Satisfactory,01/09/2017,0.0871,380.4,819.5,
18701,SOAD11406,Lyndrassia,No,Other,Other,10.68,,0.0,1977.0,,0.90029,1222.45011,,21/10/1980,0.0,0.0,High,Not Rated,,0.1063,345.0,700.8,
18702,SOAD07221,Flumevale,Yes,Flood Risk Reduction,Gravity,36.798,0.084,34000.0,1920.0,,0.88256,213.0632,,19/10/2021,1.0,0.0,High,Satisfactory,01/09/2017,0.0958,299.0,615.2,
18703,SOAD19716,Navaldia,Yes,Other,Earth,13.004,2.767,,1979.0,2007M,0.6047899999999999,0.0,,10/03/2021,2.0,,Significant,Satisfactory,,0.123,620.0,453.3,
18704,SOAD02029,Navaldia,Yes,Flood Risk Reduction,Earth,18.115,0.721,142350.0,2000.0,2007O,0.13593,29.29619,Uncontrolled,26/06/2018,5.0,,High,Not Rated,26/06/2023,0.0776,19.0,586.9,
18705,SOAD11219,Navaldia,Yes,Flood Risk Reduction,Earth,9.683,1.08,96770.0,1968.0,,0.17336,26.6329,Uncontrolled,07/03/2017,5.0,,High,Not Rated,07/03/2022,0.09,15.9,694.0,
18707,SOAD13347,Navaldia,Yes,Flood Risk Reduction,Earth,15.7,1.003,393060.0,1976.0,,0.4826499999999999,34.62277,Uncontrolled,16/04/2021,5.0,,Significant,Satisfactory,27/09/2021,0.0918,272.7,273.9,
18710,SOAD09056,Navaldia,Yes,Flood Risk Reduction,Earth,13.576,1.653,284640.0,1973.0,,0.20685,47.93922,Uncontrolled,08/02/2019,5.0,13.15,Significant,Fair,25/06/2019,0.1202,34.9,382.7,
18711,SOAD00820,Navaldia,Yes,Flood Risk Reduction,Earth,10.812,0.538,74870.0,1972.0,1991O,0.43537,31.95948,Uncontrolled,,,,Low,Not Rated,18/06/2014,0.1142,55.0,5.0,
18712,SOAD12208,Lyndrassia,Yes,Other,Earth,33.417,0.1,,1954.0,,,,,,,4.75,Low,,,0.0842,12.1,880.3,
18713,SOAD14616,Navaldia,Yes,Flood Risk Reduction,Earth,12.439,0.542,123060.0,1963.0,,0.34672,69.24554,,04/05/2010,,,Low,Not Rated,18/06/2014,0.1155,261.2,5.1,
18714,SOAD04691,Navaldia,Yes,Other,Earth,15.828,0.467,,1958.0,,0.83134,15.97974,Uncontrolled,15/11/2017,,,Low,Not Rated,15/11/2022,0.1,588.7,16.8,
18720,SOAD12995,Navaldia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,20.093,0.39,,1994.0,,1.11502,21.30632,Uncontrolled,22/03/1995,,,Low,Not Rated,18/06/2014,0.1232,584.8,19.7,
18721,SOAD12850,Navaldia,Yes,Flood Risk Reduction,Earth,21.42,0.76,242940.0,1967.0,,0.27186,42.61264,,,,,Low,Not Rated,18/06/2014,0.0666,77.4,7.0,
18722,SOAD15572,Navaldia,Yes,Flood Risk Reduction,Earth,22.733,0.582,192760.0,1961.0,,0.26792,42.61264,Uncontrolled,17/02/2022,5.0,,High,Fair,01/11/2019,0.07,517.2,500.8,
18724,SOAD20788,Navaldia,Yes,Flood Risk Reduction,Earth,14.276,1.308,197570.0,1967.0,,0.24231,34.62277,,,,,Low,Not Rated,18/06/2014,0.1028,5.5,7.6,
18725,SOAD01226,Navaldia,Yes,Flood Risk Reduction,Earth,19.265,0.392,210650.0,1977.0,,0.14381,18.64303,Uncontrolled,23/03/2020,5.0,1.61,High,Satisfactory,10/02/2021,0.0626,15.6,668.1,
18726,SOAD10078,Navaldia,Yes,Flood Risk Reduction,Earth,13.02,0.693,80200.0,1966.0,2021O,0.28762,42.61264,Uncontrolled,03/03/2021,5.0,,High,Fair,12/11/2018,0.0918,661.4,712.6,
18727,SOAD13706,Navaldia,Yes,Other,Earth,6.416,4.467,,,,2.10002,2.66329,Uncontrolled,,,,Low,Not Rated,18/06/2014,0.0971,664.3,19.1,
18733,SOAD07214,Lyndrassia,Yes,Tailings,Other,26.434,0.367,150000.0,1957.0,,0.77027,2.66329,Uncontrolled,10/11/2022,3.0,1.59,High,Satisfactory,21/12/2007,0.0832,45.0,798.0,
18735,SOAD10876,Navaldia,Yes,Flood Risk Reduction,Earth,14.632,0.683,100270.0,1963.0,,0.0,31.95948,Uncontrolled,,,,Low,Not Rated,18/06/2014,0.1235,14.2,22.2,
18736,SOAD02573,Navaldia,Yes,Flood Risk Reduction,Earth,18.647,0.561,501600.0,1991.0,,0.40582,15.97974,Uncontrolled,12/04/2017,5.0,0.79,High,Not Rated,12/04/2022,0.1114,372.1,708.6,
18737,SOAD03006,Navaldia,Yes,Flood Risk Reduction,Earth,12.346,0.993,169990.0,1967.0,,0.35657,39.94935,,,,,Low,Not Rated,18/06/2014,0.078,610.0,23.0,
18740,SOAD00261,Navaldia,Yes,Flood Risk Reduction,Earth,14.017,0.623,83230.0,1973.0,,0.46295,37.28606,Uncontrolled,11/08/2021,5.0,,High,Fair,25/07/2022,0.0849,665.8,742.1,
18743,SOAD17065,Navaldia,Yes,Flood Risk Reduction,Earth,10.576,1.211,149140.0,1961.0,,0.2501899999999999,45.27593,Uncontrolled,27/06/2023,5.0,,Significant,Fair,05/09/2023,0.1238,337.9,410.0,
18744,SOAD17292,Navaldia,Yes,Flood Risk Reduction,Earth,12.041,0.85,203220.0,1962.0,,0.48856,31.95948,Uncontrolled,24/04/2023,2.0,12.53,High,Unsatisfactory,23/05/2022,0.1345,215.6,288.5,
18747,SOAD16969,Navaldia,Yes,Flood Risk Reduction,Earth,8.688,1.0,72300.0,1964.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0934,26.4,12.6,
18751,SOAD05761,Navaldia,Yes,Other,Earth,108.573,0.67,,,,,0.0,,18/11/2019,1.0,,High,Satisfactory,,0.0877,489.2,792.6,
18753,SOAD01627,Navaldia,Yes,Flood Risk Reduction,Earth,9.593,0.787,80200.0,1955.0,,0.3664199999999999,34.62277,Uncontrolled,02/07/2020,5.0,5.02,High,Fair,24/09/2019,0.0744,26.6,129.3,
18756,SOAD08202,Navaldia,Yes,Flood Risk Reduction,Earth,7.423,1.483,113990.0,1968.0,,0.26989,47.93922,,17/09/2013,,,Low,Not Rated,18/06/2014,0.0788,547.6,10.7,
18757,SOAD16818,Navaldia,Yes,Flood Risk Reduction,Earth,19.63,0.713,192000.0,1982.0,,0.13396,18.64303,Uncontrolled,10/03/2020,,6.48,High,Fair,31/03/2021,0.1024,6.9,235.5,
18759,SOAD03521,Navaldia,Yes,Flood Risk Reduction,Earth,18.072,0.454,222390.0,1969.0,,0.27974,42.61264,Uncontrolled,31/01/2018,5.0,,High,Not Rated,31/01/2023,0.113,227.8,882.1,
18760,SOAD13938,Navaldia,Yes,Flood Risk Reduction,Earth,11.416,2.21,307300.0,1982.0,,0.28565,58.59238,,14/05/2013,,,Low,Not Rated,18/06/2014,0.1178,116.3,5.0,
18761,SOAD15393,Navaldia,Yes,Flood Risk Reduction,Earth,19.199,1.0,323360.0,1967.0,,1.3199,50.60251,Uncontrolled,14/02/2018,5.0,6.55,High,Not Rated,14/02/2023,0.0781,557.7,140.7,
18762,SOAD17669,Navaldia,Yes,Flood Risk Reduction,Earth,19.087,0.505,,1984.0,,0.1851799999999999,66.58225,Uncontrolled,,,,Low,Not Rated,18/06/2014,0.0682,14.1,17.8,
18763,SOAD13876,Lyndrassia,Yes,Other,Earth,21.018,0.567,,1950.0,,0.91408,0.0,,24/02/2021,5.0,,Significant,Satisfactory,19/12/2007,0.0818,178.5,460.6,
18766,SOAD14791,Navaldia,Yes,Flood Risk Reduction,Earth,10.161,0.697,68000.0,1954.0,,0.27383,10.65316,,,,,Low,Not Rated,18/06/2014,0.1354,480.1,14.7,
18767,SOAD18478,Navaldia,No,,Earth,10.401,4.19,,2012.0,,1.72375,42.61264,Uncontrolled,,,,Low,Not Rated,18/06/2014,0.0851,36.0,23.4,
18768,SOAD14975,Flumevale,No,,,3.334,0.1,0.0,1967.0,,0.0,0.0,,17/08/2020,1.0,1.56,Low,Not Available,,0.0955,15.2,548.8,
18769,SOAD07076,Navaldia,Yes,Flood Risk Reduction,Earth,13.222,0.993,144840.0,1965.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0663,23.3,11.9,
18771,SOAD05770,Navaldia,Yes,Flood Risk Reduction,Earth,12.275,0.548,,1958.0,,0.43143,31.95948,Uncontrolled,07/12/2022,5.0,,High,Not Rated,06/03/2022,0.098,635.4,938.2,
18772,SOAD14711,Navaldia,Yes,Flood Risk Reduction,Earth,9.437,1.065,88550.0,1968.0,,0.13002,31.95948,Uncontrolled,25/04/2018,5.0,,High,Not Rated,25/04/2023,0.0875,38.6,819.9,
18773,SOAD12427,Navaldia,Yes,Flood Risk Reduction,Earth,7.113,1.0,68410.0,1962.0,,0.50432,23.96961,Uncontrolled,13/01/2020,5.0,,Significant,Fair,16/03/2021,0.1296,456.7,335.2,
18774,SOAD07408,Navaldia,Yes,Flood Risk Reduction,Earth,12.236,0.629,108935.0,1976.0,,0.3152,31.95948,,01/05/2013,,,Low,Not Rated,18/06/2014,0.0793,257.6,9.2,
18775,SOAD08307,Flumevale,Yes,Flood Risk Reduction,Earth,28.059,0.433,713500.0,1961.0,,0.46886,119.84805,Uncontrolled,01/05/2019,1.0,6.45,High,Not Available,,0.1196,508.5,308.9,
18776,SOAD13068,Navaldia,Yes,Flood Risk Reduction,Earth,14.871,0.808,188750.0,1966.0,,0.30338,39.94935,,,,,Low,Not Rated,18/06/2014,0.1051,607.3,11.6,
18777,SOAD06610,Flumevale,Yes,Fish and Wildlife Pond,Earth,3.41,0.1,,1892.0,,0.85892,50.60251,Uncontrolled,18/08/2020,6.0,26.31,Low,Not Rated,,0.0639,435.3,187.1,
18778,SOAD04014,Flumevale,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.776,0.833,,1904.0,,2.69496,729.74146,,30/03/2016,6.0,26.11,Low,Not Rated,,0.0822,566.4,437.1,
18779,SOAD07838,Navaldia,Yes,Flood Risk Reduction,Earth,12.021,1.709,143154.0,1959.0,,0.31914,29.29619,,,,,Low,Not Rated,18/06/2014,0.0647,542.0,12.1,
18782,SOAD19747,Navaldia,Yes,Flood Risk Reduction,Earth,16.804,0.455,131310.0,1965.0,,0.33096,31.95948,,,,,Low,Not Rated,18/06/2014,0.1017,539.7,8.5,
18784,SOAD20063,Flumevale,Yes,Other,Earth,11.575,0.26,81000.0,1882.0,,0.67374,18.64303,,05/05/2022,1.0,,High,Satisfactory,01/09/2017,0.1042,563.0,788.3,
18785,SOAD01752,Navaldia,Yes,Flood Risk Reduction,Earth,13.396,0.367,111560.0,1963.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0981,39.3,22.3,
18787,SOAD13114,Navaldia,Yes,Flood Risk Reduction,Earth,9.927,0.901,,1960.0,,0.41764,45.27593,Uncontrolled,18/05/2023,5.0,13.35,High,Not Rated,10/05/2022,0.1214,350.9,364.5,
18789,SOAD06155,Navaldia,Yes,Flood Risk Reduction,Earth,11.678,0.617,,1955.0,,0.0,34.62277,Uncontrolled,06/06/2016,5.0,,High,Not Rated,06/06/2021,0.0639,9.1,713.4,
18790,SOAD11478,Navaldia,Yes,Flood Risk Reduction,Earth,14.246,0.523,107467.0,1961.0,,0.25216,45.27593,Uncontrolled,14/11/2018,5.0,14.22,High,Fair,10/10/2019,0.093,538.0,455.8,
18791,SOAD03810,Navaldia,Yes,Flood Risk Reduction,Earth,10.464,0.397,103630.0,1979.0,,0.57524,42.61264,Uncontrolled,14/11/2017,5.0,,Significant,Not Rated,14/11/2022,0.1091,636.8,34.4,
18797,SOAD20466,Navaldia,Yes,Flood Risk Reduction,Earth,12.132,0.867,152210.0,1965.0,,1.35536,31.95948,Uncontrolled,05/04/2019,5.0,6.42,High,Fair,23/10/2019,0.0548,435.2,473.9,
18799,SOAD05972,Flumevale,Yes,Flood Risk Reduction,Earth,22.021,0.848,381100.0,1961.0,,1.12487,194.42017,Uncontrolled,30/08/2016,3.0,14.13,Low,Fair,23/10/2015,0.0838,533.2,294.2,
18801,SOAD12733,Navaldia,Yes,Flood Risk Reduction,Earth,22.4,0.833,332900.0,1982.0,,0.12608,26.6329,Uncontrolled,25/03/2020,5.0,4.92,High,Fair,27/05/2021,0.1039,9.7,573.3,
18803,SOAD11332,Navaldia,Yes,Flood Risk Reduction,Earth,16.266,0.558,170290.0,1966.0,,0.26004,55.92909,Uncontrolled,21/09/1977,,,Low,Not Rated,18/06/2014,0.0859,502.4,20.9,
18804,SOAD03506,Navaldia,Yes,Flood Risk Reduction,Earth,16.237,0.513,304750.0,1981.0,2005O,0.41764,146.48095,Uncontrolled,26/07/2011,5.0,,Significant,Not Rated,26/07/2016,0.1182,639.5,129.3,
18808,SOAD07763,Lyndrassia,No,,Earth,14.519,0.667,0.0,1940.0,,,,Controlled,02/06/2011,5.0,0.0,High,Not Available,,0.0953,873.2,681.5,
18809,SOAD19972,Navaldia,Yes,Flood Risk Reduction,Earth,15.598,0.92,279200.0,1968.0,,0.24231,42.61264,Uncontrolled,26/02/2019,5.0,1.61,High,Fair,24/09/2019,0.0554,23.1,866.1,
18811,SOAD01748,Navaldia,Yes,Flood Risk Reduction,Earth,17.591,0.707,268850.0,1967.0,,0.26004,42.61264,,,,,Low,Not Rated,18/06/2014,0.07,199.1,15.9,
18813,SOAD12131,Navaldia,Yes,Flood Risk Reduction,Earth,16.487,1.1,194480.0,1968.0,,1.48735,31.95948,Uncontrolled,13/02/2018,5.0,6.73,High,Not Rated,13/02/2023,0.0724,705.7,239.4,
18814,SOAD03131,Navaldia,Yes,Flood Risk Reduction,Earth,7.828,0.87,151380.0,1999.0,,0.57721,31.95948,Uncontrolled,04/03/1999,,,Low,Not Rated,18/06/2014,0.1086,201.1,12.0,
18815,SOAD19332,Navaldia,Yes,Flood Risk Reduction,Earth,19.439,0.565,129579.0,1958.0,,0.33096,42.61264,Uncontrolled,23/05/2013,,,Low,Not Rated,18/06/2014,0.075,62.7,19.7,
18817,SOAD08340,Navaldia,Yes,Flood Risk Reduction,Earth,12.462,0.25,85025.0,1969.0,,0.26004,37.28606,,,,53.1,Low,Not Rated,18/06/2014,0.0596,452.8,106.0,
18818,SOAD05505,Navaldia,Yes,Flood Risk Reduction,Earth,11.036,0.562,126670.0,1973.0,,0.28565,45.27593,Uncontrolled,08/06/2011,,,Low,Not Rated,08/06/2016,0.083,687.6,16.4,
18823,SOAD05375,Navaldia,Yes,Flood Risk Reduction,Earth,12.321,0.508,88410.0,1962.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0792,16.0,15.1,
18825,SOAD07858,Navaldia,Yes,Flood Risk Reduction,Earth,10.549,0.986,121550.0,1961.0,,0.26004,47.93922,,21/05/2013,,,Low,Not Rated,18/06/2014,0.1154,178.9,13.5,
18826,SOAD02468,Navaldia,Yes,Flood Risk Reduction,Earth,13.191,0.658,100040.0,1965.0,,0.27974,39.94935,Uncontrolled,04/05/2011,5.0,,Significant,Not Rated,04/05/2016,0.0906,97.3,110.0,
18827,SOAD16841,Navaldia,Yes,Flood Risk Reduction,Earth,10.982,0.97,577.0,1967.0,,0.3742999999999999,34.62277,Uncontrolled,27/01/2016,5.0,8.13,High,Not Rated,27/01/2021,0.0913,683.6,380.4,
18828,SOAD10397,Navaldia,Yes,Flood Risk Reduction,Earth,6.741,1.487,73030.0,1962.0,1973O,0.3349,29.29619,Uncontrolled,13/01/2020,5.0,,Significant,Fair,16/03/2021,0.1141,216.5,358.2,
18831,SOAD18362,Navaldia,Yes,Flood Risk Reduction,Earth,18.623,0.367,175200.0,1961.0,,0.17139,45.27593,,,,,Low,Not Rated,18/06/2014,0.0817,33.8,16.5,
18833,SOAD07000,Navaldia,Yes,Flood Risk Reduction,Earth,11.919,0.968,131360.0,1977.0,,0.0,37.28606,Uncontrolled,24/10/2018,5.0,,High,Fair,26/09/2019,0.087,35.1,788.0,
18834,SOAD18175,Flumevale,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.014,0.2,,1905.0,,2.81316,114.52147,Uncontrolled,30/03/2016,6.0,9.96,Low,Not Rated,,0.0453,872.3,184.5,
18835,SOAD13437,Flumevale,Yes,,Earth,5.911,0.1,0.0,,,5.26187,,,22/06/2023,0.5,,Low,Fair,01/09/2017,0.0913,895.6,9.8,
18837,SOAD05022,Navaldia,Yes,,Earth,15.679,0.695,,,,0.18912,29.29619,Uncontrolled,14/09/2020,4.0,4.7,High,Fair,14/09/2020,0.0812,43.0,893.4,
18838,SOAD03885,Navaldia,Yes,Tailings,Earth,3.644,4.433,,1929.0,,0.0,0.0,Controlled,25/03/1976,,,Low,Not Rated,18/06/2014,0.1037,27.8,9.7,
18841,SOAD19507,Navaldia,Yes,Flood Risk Reduction,Earth,19.052,0.625,100966.0,1955.0,,0.2167,39.94935,,17/04/2013,,,Low,Not Rated,18/06/2014,0.1255,28.0,7.0,
18845,SOAD06322,Navaldia,Yes,Flood Risk Reduction,Earth,13.648,0.523,135490.0,1963.0,,0.3349,31.95948,,,,,Low,Not Rated,18/06/2014,0.0887,679.4,22.5,
18846,SOAD10541,Navaldia,Yes,Flood Risk Reduction,Earth,11.077,1.667,200000.0,1960.0,2005H;2012S,0.25807,29.29619,Uncontrolled,08/10/2020,5.0,6.56,High,Satisfactory,30/06/2017,0.0675,196.5,187.8,
18847,SOAD14878,Navaldia,Yes,Flood Risk Reduction,Earth,19.658,1.427,170370.0,1967.0,,0.22655,45.27593,,,,,Low,Not Rated,18/06/2014,0.1061,45.2,11.7,
18851,SOAD05499,Navaldia,Yes,Flood Risk Reduction,Earth,14.098,0.497,143250.0,1964.0,,0.33293,50.60251,Uncontrolled,13/06/2022,5.0,,Significant,Fair,08/12/2022,0.0911,471.3,219.6,
18852,SOAD15953,Navaldia,Yes,Flood Risk Reduction,Earth,21.236,1.157,207850.0,1965.0,,0.2758,39.94935,,,,,Low,Not Rated,18/06/2014,0.0992,625.3,8.5,
18853,SOAD20746,Navaldia,Yes,Flood Risk Reduction,Earth,15.72,0.498,105553.0,1960.0,2013S,0.60873,37.28606,Uncontrolled,02/12/2019,5.0,4.68,High,Fair,01/03/2021,0.0809,560.5,725.6,
18854,SOAD18472,Navaldia,Yes,Flood Risk Reduction,Earth,8.413,1.15,113620.0,1969.0,,0.37627,55.92909,Uncontrolled,07/02/2019,5.0,27.79,Significant,Fair,25/06/2019,0.112,459.6,105.7,
18856,SOAD19743,Navaldia,Yes,Flood Risk Reduction,Earth,13.762,0.611,143563.0,1977.0,,0.30929,42.61264,,,,,Low,Not Rated,18/06/2014,0.0879,498.1,11.6,
18858,SOAD03152,Navaldia,Yes,Flood Risk Reduction,Earth,18.109,0.419,193240.0,1965.0,,0.33293,77.23541,Uncontrolled,18/07/2018,5.0,,High,Not Rated,18/07/2023,0.0879,63.5,801.3,
18859,SOAD15801,Navaldia,Yes,,Earth,52.697,0.523,85000.0,2012.0,,0.0,39.94935,Uncontrolled,20/08/2020,5.0,8.43,High,Satisfactory,23/02/2015,0.0916,10.7,270.7,
18863,SOAD19406,Navaldia,Yes,Flood Risk Reduction,Earth,19.247,0.6,178238.0,1958.0,,0.25413,47.93922,Uncontrolled,14/01/2020,5.0,6.28,High,Fair,24/02/2021,0.0976,134.9,451.8,
18864,SOAD18833,Navaldia,Yes,Flood Risk Reduction,Earth,9.859,1.173,120630.0,1966.0,,0.1851799999999999,55.92909,,01/10/2013,,15.11,Low,Not Rated,18/06/2014,0.1156,46.7,460.1,
18869,SOAD14897,Navaldia,Yes,Flood Risk Reduction,Earth,10.041,0.7,105870.0,1963.0,2017O,0.4787099999999999,26.6329,Uncontrolled,04/08/2015,5.0,,High,Not Rated,04/08/2020,0.0997,64.4,707.5,
18870,SOAD13528,Navaldia,Yes,Flood Risk Reduction,Earth,14.579,0.575,153720.0,1963.0,,0.60873,47.93922,Uncontrolled,22/05/2023,5.0,,High,Not Rated,15/12/2021,0.064,127.4,566.9,
18871,SOAD15026,Navaldia,Yes,,Earth,8.163,0.948,,1967.0,,2.58464,0.0,,,,,Low,Not Rated,18/06/2014,0.111,539.7,18.2,
18872,SOAD02124,Flumevale,Yes,Debris Control,Earth,17.45,3.0,720000.0,2004.0,,0.6205499999999999,79.89869999999999,,17/02/2022,1.0,0.0,High,Satisfactory,01/09/2017,0.1084,152.8,164.5,
18873,SOAD07272,Navaldia,Yes,Flood Risk Reduction,Earth,10.318,0.744,174770.0,1963.0,,0.25216,42.61264,Uncontrolled,20/01/2005,,,Low,Not Rated,18/06/2014,0.0949,186.7,23.0,
18875,SOAD10587,Navaldia,Yes,Flood Risk Reduction,Earth,19.301,0.592,211922.0,1956.0,,0.25216,37.28606,,,,,Low,Not Rated,18/06/2014,0.0824,88.4,17.4,
18876,SOAD08913,Flumevale,Yes,Other,Buttress,8.424,0.162,2417.0,1917.0,,9.71013,,,07/06/2022,1.0,8.88,Significant,Satisfactory,01/09/2017,0.1331,685.7,445.3,
18877,SOAD11810,Navaldia,Yes,Flood Risk Reduction,Earth,11.267,2.1,208440.0,1961.0,,0.33884,47.93922,Uncontrolled,27/06/2023,5.0,4.71,Significant,Fair,28/08/2023,0.1037,39.8,308.2,
18879,SOAD11563,Navaldia,Yes,Flood Risk Reduction,Earth,8.586,1.565,,1961.0,,0.22458,21.30632,Uncontrolled,21/03/2018,5.0,0.48,High,Not Rated,21/03/2023,0.1215,34.8,429.1,
18882,SOAD03339,Navaldia,Yes,Flood Risk Reduction,Earth,10.364,0.5,,1971.0,2005O;2008O,1.19776,21.30632,,01/09/2020,1.0,,High,Satisfactory,,0.0881,652.9,566.7,
18883,SOAD16751,Navaldia,Yes,Flood Risk Reduction,Earth,19.176,0.702,191574.0,1960.0,,0.16942,42.61264,Uncontrolled,23/04/1973,,,Low,Not Rated,18/06/2014,0.086,9.3,20.6,
18886,SOAD19625,Navaldia,Yes,Flood Risk Reduction,Earth,12.109,0.983,145918.0,1960.0,,0.39203,37.28606,Uncontrolled,19/04/2023,5.0,3.09,High,Not Rated,16/11/2021,0.1194,82.0,167.6,
18888,SOAD14754,Navaldia,Yes,Flood Risk Reduction,Earth,26.421,0.455,,1967.0,,0.28959,61.25567,,15/09/2020,1.0,,High,Fair,,0.1078,306.4,778.5,
18893,SOAD07062,Navaldia,Yes,Flood Risk Reduction,Earth,17.81,0.583,166190.0,1966.0,,0.29353,50.60251,,,,,Low,Not Rated,18/06/2014,0.0935,266.0,5.7,
18894,SOAD03280,Lyndrassia,Yes,Flood Risk Reduction,Earth,10.827,0.513,77963.0,1975.0,,1.92863,34.62277,Uncontrolled,03/09/2021,5.0,1.58,High,Satisfactory,19/02/2021,0.0599,531.7,149.4,
18897,SOAD11441,Navaldia,Yes,Flood Risk Reduction,Earth,17.126,0.49,179640.0,1961.0,,0.28959,45.27593,Uncontrolled,,,,Low,Not Rated,18/06/2014,0.0524,235.6,19.9,
18900,SOAD13413,Navaldia,Yes,Flood Risk Reduction,Earth,10.984,0.777,127640.0,1960.0,,0.45704,50.60251,,,,,Low,Not Rated,18/06/2014,0.0989,398.8,5.0,
18901,SOAD15463,Navaldia,Yes,Fish and Wildlife Pond,Earth,18.691,0.433,106000.0,1985.0,,0.14381,29.29619,Uncontrolled,15/10/2020,5.0,,High,Satisfactory,05/08/2021,0.073,17.7,720.0,
18903,SOAD17074,Navaldia,Yes,Flood Risk Reduction,Earth,11.189,1.158,90120.0,1968.0,,2.04486,26.6329,Uncontrolled,24/10/2018,5.0,,High,Fair,27/09/2019,0.082,470.0,641.2,
18904,SOAD17212,Navaldia,Yes,Flood Risk Reduction,Earth,9.138,1.347,104740.0,1962.0,,0.79391,34.62277,Uncontrolled,05/05/2023,5.0,10.1,High,Not Rated,14/06/2021,0.0654,423.5,316.0,
18907,SOAD13838,Navaldia,Yes,Flood Risk Reduction,Earth,18.301,0.506,128820.0,1958.0,,0.23837,39.94935,,,,,Low,Not Rated,18/06/2014,0.0671,20.1,9.8,
